Pressure (MPa),Temperature (°C),Specific Volume (m³/kg),Enthalpy (kJ/kg),Entropy (kJ/kg·K),Internal Energy (kJ/kg),Viscosity (μPa·s),Thermal Conductivity (mW/m·K),Density (kg/m³),Prandtl Number (dimensionless)
6.3111428571428565,283.3575757575758,0.03144616924154822,2802.5644113464095,5.904670382928045,2604.103144953107,18.821776792859197,59.813115558802856,31.80037582061827,1458.992612429732
6.3111428571428565,287.13434343434346,0.03204026529236364,2819.5857290181884,5.935153973472521,2617.3750375773257,19.022409098853014,59.42605173722423,31.210727841205998,1404.1536712483469
6.3111428571428565,290.9111111111111,0.03260955032211251,2835.757484004646,5.963921367324869,2629.9539534146056,19.220776933049883,59.12406445455942,30.66586291813723,1360.100525894889
6.3111428571428565,294.6878787878788,0.03315789617436164,2851.229600281072,5.991260430968381,2641.965380682366,19.417095422664744,58.88962836811989,30.15872885123575,1323.5991181481324
6.3111428571428565,298.4646464646465,0.033688195319119714,2866.110807327651,6.017380979601989,2653.4997940713474,19.611539780066522,58.71073396856224,29.683988427615493,1292.6111358708345
6.3111428571428565,302.24141414141417,0.03420269168721402,2880.483215478837,6.042442260499753,2664.625142143197,19.804256653978495,58.578712075982125,29.23746496752563,1265.8027046916804
6.3111428571428565,306.0181818181818,0.034703180136162796,2894.41100566019,6.06656932563958,2675.394278224362,19.995371317735657,58.487039660881116,28.81580293438122,1242.2687783410424
6.3111428571428565,309.7949494949495,0.03519113205177898,2907.9457825719815,6.089863142512152,2685.8495208889835,20.184992467166726,58.43064404455368,28.41624982477505,1221.3734333583343
6.3111428571428565,313.5717171717172,0.035667777642934766,2921.1300193611296,6.112407105664236,2696.0255792599537,20.37321557219882,58.405475440220854,28.036509872043695,1202.6546299848142
6.3111428571428565,317.3484848484849,0.036134161875569476,2933.9993406332565,6.134271367320918,2705.951483013514,20.560125310782116,58.40823172012475,27.674642169467504,1185.7659740009028
6.3111428571428565,321.1252525252525,0.03659118379502362,2946.584087546482,6.155515817690301,2715.65189930417,20.745797394875524,58.436173690721006,27.32898737580606,1170.4402320129748
6.3111428571428565,324.9020202020202,0.037039625032956054,2958.9104243289007,6.176192201444837,2725.1480593709384,20.930299977837624,58.486996545025086,26.998113482797105,1156.4659286347123
6.3111428571428565,328.6787878787879,0.037480171051584875,2971.001143449561,6.196345665164962,2734.458429632872,21.113694763635095,58.5587375729782,26.68077471214514,1143.6719757276398
6.3111428571428565,332.4555555555556,0.03791342736660193,2982.876267227527,6.2160159191215945,2743.5992109130007,21.296037897302995,58.64970811234882,26.37587972014642,1131.917332597106
6.3111428571428565,336.2323232323232,0.03833993220243986,2994.5535082114643,6.235238130416722,2752.5847189486976,21.477380690843827,58.758442222102396,26.082466570881483,1121.0838801502575
6.3111428571428565,340.0090909090909,0.0387601665481478,3006.04862903504,6.25404362404899,2761.427680783031,21.65777022266132,58.88365721486982,25.799682742792193,1111.0713894617447
6.3111428571428565,343.7858585858586,0.03917456227547845,3017.3757289698165,6.272460443250825,2770.139470083234,21.83724983803507,59.024222804712835,25.526768951952167,1101.7938830734288
6.3111428571428565,347.5626262626263,0.03958350878237419,3028.547475810221,6.29051380436995,2778.730297097689,22.01585957096588,59.17913664596875,25.263045918892406,1093.1769417536118
6.3111428571428565,351.3393939393939,0.03998735849361971,3039.575296140411,6.308226471097963,2787.2093642073924,22.193636502722477,59.34750469989955,25.007903439272134,1085.1556666902488
6.3111428571428565,355.1161616161616,0.04038643146139639,3050.4695333242494,6.325619065879725,2795.5849948811683,22.370615068854715,59.528525306062264,24.76079128099882,1077.6731057469076
6.3111428571428565,358.8929292929293,0.04078101924682643,3061.239580045475,6.342710331598523,2803.8647417188613,22.54682732383757,59.72147613581536,24.521211545682977,1070.679015227261
6.3111428571428565,362.669696969697,0.04117138822001093,3071.8939904858007,6.359517353341501,2812.055477802424,22.722303170577973,59.92570341514663,24.288712215779995,1064.128869195934
6.3111428571428565,366.4464646464647,0.04155778238464872,3082.4405760012382,6.376055747718223,2820.163474545665,22.897070560556553,60.140612953406425,24.062881670254765,1057.9830550517527
6.3111428571428565,370.2232323232323,0.041940425810251356,3092.8864872739837,6.392339825520643,2828.1944684960854,23.071155669256427,60.36566262285613,23.84334399760847,1052.2062118169385
6.3111428571428565,374.0,0.04231952473774436,3103.2382852704372,6.40838273227297,2836.1537190041413,23.244583050662623,60.6003560137466,23.62975497000584,1046.766679645133
6.761224489795917,0.1,0.0009968008804767893,7.229629095849408,0.0017516679064161558,0.49003457119157107,1771.1925140252856,560.8942458024718,1003.2093867349721,13222.321432027042
6.761224489795917,3.8767676767676766,0.000996762455845313,23.027910293832612,0.05917209523076417,16.288575566680652,1563.3015650093737,569.8583079832133,1003.2480598920043,11464.983234364343
6.761224489795917,7.653535353535353,0.0009969383071562919,38.80032509209484,0.11572219871515552,32.059801394935356,1391.9107126741378,578.1842101773487,1003.071095595114,10046.9651311989
6.761224489795917,11.43030303030303,0.0009973062991544825,54.553835382344545,0.17144987020642044,47.810823608708304,1248.789101801351,585.9590418138986,1002.7009764681133,8885.268668833789
6.761224489795917,15.207070707070706,0.0009978485517002252,70.29380105733802,0.22639551268852812,63.54712299244578,1127.9181539140914,593.2506606717981,1002.1560870095057,7920.939030352062
6.761224489795917,18.983838383838386,0.000998550429778805,86.02439782390682,0.2805938703666085,79.27297420358991,1024.8149153315837,600.1123263068635,1001.4516745253579,7111.159117138087
6.761224489795917,22.76060606060606,0.0009993998212795248,101.74890360979623,0.3340752939842493,94.99173706312871,936.0843138254327,606.5861192999963,1000.6005391512946,6424.218283282072
6.761224489795917,26.537373737373738,0.0010003866089771125,117.4699052571221,0.3868666580547664,110.70606681720261,859.1162153506348,612.7055011441084,999.6135404316259,5836.219540564149
6.761224489795917,30.314141414141414,0.001001502276852182,133.18945430239654,0.43899205175274125,126.41807258158154,791.8763199229724,618.4972533521036,998.4999765982521,5328.871134644323
6.761224489795917,34.09090909090909,0.0010027396114737684,148.9091883119771,0.490473314206457,142.12944069399265,732.7592022395655,623.9829603349475,997.2678734913625,4887.97304125123
6.761224489795917,37.86767676767677,0.0010040924720449446,164.63042751211606,0.5413304571466317,157.84153290007413,680.4833189626605,629.1801520908302,995.9242080197954,4502.359551278705
6.761224489795917,41.644444444444446,0.0010055556109760816,180.35425275955305,0.5915820023892834,173.55546553674634,634.0148630048604,634.1031901068653,994.4750833117138,4163.147609054777
6.761224489795917,45.42121212121212,0.0010071245322645411,196.0815688294188,0.6412452528154758,189.2721737775917,592.5117700869868,638.7639574183008,992.925867619845,3863.194050102346
6.761224489795917,49.1979797979798,0.0010087953785917502,211.81315581347494,0.6903365102704617,204.99246379454678,555.2820142014016,643.1723979934108,991.2813056260941,3596.6980306978094
6.761224489795917,52.974747474747474,0.0010105648405299306,227.54971072264294,0.7388712505514984,220.71705497437281,521.7521744144591,647.336939336678,989.5456084496363,3358.905952590763
6.761224489795917,56.75151515151515,0.001012430082981606,243.29188094572754,0.7868642634861961,236.44661387445512,491.4434794719201,651.2648240151708,987.7225270262618,3145.8897788299605
6.761224489795917,60.528282828282826,0.001014388685200448,259.04029092111654,0.8343297645791579,252.18178130056697,463.95336123015926,654.9623697890142,985.8154123657198,2954.3785933662393
6.761224489795917,64.3050505050505,0.001016438591626567,274.7955631640643,0.8812814835477074,267.92319366599276,438.94111150936016,658.435173538688,983.8272653537673,2781.6292588761553
6.761224489795917,68.08181818181818,0.0010185780714151908,290.5583346213311,0.9277327341595704,283.6714996200652,416.1166273717704,661.6882708035126,981.7607781508797,2625.3261109741716
6.761224489795917,71.85858585858585,0.0010208056850165626,306.3292691880208,0.9736964690387713,299.42737279115704,395.2315036797966,664.7262601777162,979.6183687826689,2483.5024449877383
6.761224489795917,75.63535353535353,0.0010231202565252292,322.1090671011911,1.0191853224805245,315.1915213667546,376.0719261371683,667.5533998402485,977.4022101724862,2354.4785214404205
6.761224489795917,79.4121212121212,0.0010255208507889417,337.89847182067984,1.0642116437952922,330.96469512953246,358.4529574593809,670.1736819736202,975.1142546060294,2236.8122101298354
6.761224489795917,83.18888888888888,0.0010280067544781507,353.6982749171621,1.1087875232507256,346.74769047310406,342.21391039980074,672.5908896407906,972.7562544154997,2129.2593898694113
6.761224489795917,86.96565656565656,0.0010305774604787835,369.5093194065751,1.1529248123088207,362.54135384215135,327.2145753434666,674.8086397615888,970.3297795154788,2030.741941858219
6.761224489795917,90.74242424242424,0.0010332326550988877,385.33250190041804,1.1966351395346981,378.34658396910504,313.3321248308121,676.8304150971643,967.8362322997746,1940.3217009689988
6.761224489795917,94.51919191919191,0.001035972207680091,401.168773880254,1.239929923289301,394.16433321894954,300.45855809376263,678.6595875714173,965.2768603120682,1857.1791170499048
6.761224489795917,98.29595959595959,0.0010387961622850145,417.0191423527563,1.2828203820962423,409.99560830042435,288.49857927840446,680.299434795697,962.6527670263284,1780.5956665992142
6.761224489795917,102.07272727272726,0.001041704731196572,432.88467009612935,1.3253175433896376,425.84147055643103,277.3678261919487,681.7531512933895,959.9649210110938,1709.9392712243016
6.761224489795917,105.84949494949494,0.0010446982900174176,448.76647567152025,1.3674322512000403,441.7030360085894,266.99138408289116,683.0238556239921,957.2141637020653,1644.6521425068995
6.761224489795917,109.62626262626262,0.001047777374201003,464.66573334052345,1.409175173212574,457.5814752982147,257.30253254118924,684.1145943668594,954.401215966859,1584.2405971309095
6.761224489795917,113.40303030303029,0.001050942676881517,480.5836730038311,1.4505568075330213,473.4780136395192,248.24168410998683,685.0283437314988,951.5266836125827,1528.2664813762028
6.761224489795917,117.17979797979797,0.0010541950478999765,496.5215802540877,1.4915874894192875,489.39393087920877,239.75548138124597,685.7680094044028,948.5910619596094,1476.339917617265
6.761224489795917,120.95656565656564,0.0010575354939497041,512.4807966186482,1.5322773981723423,505.33056173812656,231.7960257588086,686.3364251152467,945.5947395819128,1428.1131426190484
6.761224489795917,124.73333333333332,0.0010609651797865798,528.4627200536848,1.5726365643336015,521.2892962972724,224.32021612775023,686.7363503018186,942.5380012953457,1383.275252128725
6.761224489795917,128.510101010101,0.0010644854304692748,544.4688057406294,1.612674877298313,537.2715807791275,217.28917967803713,686.9704671689159,939.4210304589641,1341.547701451667
6.761224489795917,132.28686868686867,0.001068097734612851,560.5005672274219,1.65240209342662,553.2789186666638,210.66778032801108,687.0413773675709,936.2439106403178,1302.6804395650524
6.761224489795917,136.06363636363636,0.001071803748655194,576.5595779512646,1.6918278447163184,569.3128721976079,204.42419275747807,686.951598465508,933.006626683955,1266.448576513573
6.761224489795917,139.84040404040402,0.0010756053021524672,592.6474731763572,1.730961648085328,585.3750642660898,198.52953212649504,686.7035603333239,929.7090652108462,1232.6495016081333
6.761224489795917,143.61717171717171,0.0010795044041344993,608.7659523774319,1.769812915307042,601.4671807633438,192.95753123047336,686.2996015342779,926.3510145674278,1201.1003842603936
6.761224489795917,147.39393939393938,0.0010835032505672648,624.9167821003066,1.8083909636365916,617.5909733878001,187.6842582045878,685.7419657745052,922.932164233428,1171.636000874514
6.761224489795917,151.17070707070707,0.0010876042329856167,641.1017993316165,1.8467050271672458,633.7482629563441,182.6878690048167,685.0327984454676,919.4521036892882,1144.106840646622
6.761224489795917,154.94747474747473,0.0010918099483765895,657.3229154125806,1.8847642689605295,649.9409432514116,177.94838980800807,684.1741432697768,915.9103207356724,1118.3774508343465
6.761224489795917,158.72424242424242,0.001096123210412202,673.5821205359601,1.9225777939993831,666.1709854418868,173.44752522807556,683.1679390440613,912.3061992492117,1094.3249883973724
6.761224489795917,162.50101010101008,0.0011005470621512988,689.8814888704612,1.960154663024209,682.4404431216758,169.1684888703457,682.2231643903701,908.639016349965,1071.5125009001727
6.761224489795917,166.27777777777777,0.001105084790352582,706.2231843642064,1.9975039073235652,698.7514580163688,165.09585326578653,681.09485744378,904.9079389473324,1050.2368622698218
6.761224489795917,170.05454545454543,0.0011097399415673707,722.6094672871128,2.0346345445663716,715.1062664168829,161.2154166597012,679.7832921395275,901.1120196211226,1030.4035335776202
6.761224489795917,173.83131313131312,0.0011145163402102572,739.0427015824623,2.0715555957801133,731.5072064087597,157.51408449248268,678.3168803169406,897.2501917839506,1011.8847121543525
6.761224489795917,177.60808080808079,0.0011194181088404708,755.5253631101077,2.1082761036013116,747.9567259782983,153.97976371501045,676.7045382346072,893.3212640590853,994.5916437345221
6.761224489795917,181.38484848484848,0.0011244496909272302,772.0600488784926,2.1448051519489453,764.4573920906489,150.60126833732895,674.9508969638965,889.3239137941263,978.4493815141304
6.761224489795917,185.16161616161614,0.0011296158764198172,788.6494873799364,2.1811518873009477,781.011900852225,147.36823482596589,673.0589493300307,885.256679615181,963.3918706954638
6.761224489795917,188.93838383838383,0.0011349218304995616,805.2965501642949,2.2173255417883735,797.6230888899188,144.2710461484589,671.0308657597355,881.1179529076705,949.360083464967
6.761224489795917,192.7151515151515,0.0011403731259577716,822.0042648106158,2.253335458362646,814.2939461038776,141.3007634190275,668.8683196866442,876.9059680884047,936.3010231174952
6.761224489795917,196.49191919191918,0.0011459757797242396,838.775829485937,2.2891911183396862,831.0276299793562,138.44906423098877,666.5726384714206,872.6187915076475,924.1670754410931
6.761224489795917,200.26868686868684,0.0011517362941677641,855.6146293156609,2.324902171682305,847.827481677751,135.70818687328938,664.1448801967298,868.254308789142,912.9155375175167
6.761224489795917,204.04545454545453,0.001157661703907264,872.5242548322968,2.3604784704522612,864.6970441689394,133.07087972323015,661.5858746865532,863.8102103791335,902.5082566262066
6.761224489795917,207.8222222222222,0.001163759629015274,889.5085228214342,2.3959301059469347,881.6400827174999,130.53035518732216,658.8962453830466,859.2839750302726,892.9113486693174
6.761224489795917,211.59898989898988,0.0011700383356704537,906.5714999464184,2.4312674501378657,898.660608097286,128.0802476293327,656.0764199722074,854.6728508916603,884.0949809832317
6.761224489795917,215.37575757575755,0.0011765068055316432,923.7175296105556,2.466501202153673,915.7629029845835,125.71457478018435,653.12663373366,849.9738338089062,876.0332119267936
6.761224489795917,219.15252525252524,0.0011831748153732613,940.9512626107387,2.501642440703594,932.951552073322,123.42770216972038,650.0469276747632,845.1836423551034,868.7038839218658
6.761224489795917,222.9292929292929,0.001190053028855581,958.2776922547814,2.536702683529308,950.2314765719261,121.21431015599202,646.8371424938466,840.2986890102316,862.0885695354456
6.761224489795917,226.7060606060606,0.0011971531027221093,975.7021947618296,2.5716939552106353,967.6079738856694,119.06936315419739,643.4969088323853,835.3150467773764,856.1725725790585
6.761224489795917,230.48282828282825,0.0012044878102459972,993.2305759512734,2.6066288649514604,985.0867634709779,116.98808068451925,640.0256339035095,830.2284103612192,850.9449885101727
6.761224489795917,234.25959595959594,0.001212071185421922,1010.8691254602688,2.641520696351301,1002.6740400780218,114.96590986552705,636.4224843162101,825.0340508275509,846.3988309493834
6.761224489795917,238.0363636363636,0.0012199186922661615,1028.6246800304343,2.676383511653757,1020.3765358927212,112.99849897639649,632.6863646916888,819.7267623978831,842.5312341375056
6.761224489795917,241.8131313131313,0.001228047424708661,1046.5046977905763,2.7112322735877155,1038.2015934680066,111.08167169540495,628.8158914548613,814.3007996920295,839.3437449326631
6.761224489795917,245.58989898989898,0.0012364763440262695,1064.5173459645555,2.7460829887288565,1056.157251826272,109.21140159107983,624.8093609533173,808.749803286778,836.8427228520235
6.761224489795917,249.36666666666665,0.001245226562698359,1082.6716050916323,2.7809528773745535,1074.25234876057,107.38378639234381,620.6647107862726,803.0667108747165,835.0398731960705
6.761224489795917,253.14343434343434,0.0012543216861422867,1100.9773937193909,2.815860576336698,1092.496643216964,105.59502148883617,616.379472891624,797.2436505307801,833.952947168393
6.761224489795917,256.92020202020205,0.001263788227258462,1119.4457186984675,2.8508263829501375,1110.9009627864095,103.84137200391224,611.9507165114444,791.2718115512928,833.606655178257
6.761224489795917,260.6969696969697,0.0012736561134537485,1138.0888577942615,2.885872551162807,1129.4773828883992,102.11914262771104,607.374978594782,785.1412869116762,834.0338567737421
6.761224489795917,264.4737373737374,0.0012839593123663534,1156.92058351096,2.921023654105914,1148.2394463642831,100.42464417703981,602.648178446727,778.8408794333111,835.2771153418453
6.761224489795917,268.25050505050507,0.0012947366117136052,1175.9564400633874,2.9563070324715217,1167.2024351764346,98.75415553369626,597.7655124152539,772.3578610142827,837.3907416592863
6.761224489795917,272.02727272727276,0.0013060326018034586,1195.2140897409242,2.9917533550133157,1186.3837101291397,97.10387915821708,592.721323006113,765.6776703882675,840.443503722616
6.761224489795917,275.8040404040404,0.0013178989282965233,1214.7137511229437,3.027397327573759,1205.8031406138712,95.46988771136566,587.5089348580427,758.7835292442115,844.5222611150998
6.761224489795917,279.5808080808081,0.0013303959110096788,1234.4787607490714,3.063278601889879,1225.4836553344278,93.84805832660027,582.1204472320168,751.6559482215102,849.7369074831167
6.761224489795917,283.3575757575758,0.0013435946672517357,1254.5363036007252,3.099442957779117,1245.451958432144,92.23398957432589,576.546468662187,744.2720817323996,856.2272040373883
6.761224489795917,287.13434343434346,0.02904973350291316,2794.093423954044,5.865141044628812,2597.681654372103,18.981108978550804,61.770320620277026,34.42372371160369,1500.8953378919869
6.761224489795917,290.9111111111111,0.029630650058787518,2811.980982248041,5.896960851384993,2611.641505421994,19.183040451001165,61.264756875216165,33.7488377074411,1440.0994377293384
6.761224489795917,294.6878787878788,0.030185248495637144,2828.9037992557423,5.926863450374137,2624.814557896465,19.382612947846635,60.865811047561394,33.12876487150788,1391.6099167262248
6.761224489795917,298.4646464646465,0.03071782966879609,2845.038812049462,5.9551848902621956,2637.3486698194183,19.580055515353525,60.54988402331278,32.554383261517465,1351.658273976628
6.761224489795917,302.24141414141417,0.031231567989242367,2860.5129468505443,5.9821673541148215,2649.3493045069526,19.77555352057834,60.30113672380498,32.01888551815418,1317.8939086779333
6.761224489795917,306.0181818181818,0.03172890158963207,2875.4212011588043,6.0079929482594805,2660.8949747007623,19.969261381906655,60.108333835345505,31.517006574433896,1288.790775662864
6.761224489795917,309.7949494949495,0.03221176414450486,2889.8372435745796,6.0328035152255195,2672.0462749832336,20.161310532723785,59.96314740684503,31.04455861262085,1263.3200088321382
6.761224489795917,313.5717171717172,0.032681729212286466,2903.8199162698306,6.056712789827344,2682.851408351832,20.351814687344966,59.85918517277526,30.59813614831791,1240.7624659167147
6.761224489795917,317.3484848484849,0.03314010396625019,2917.417356704276,6.07981412921062,2693.3496741737727,20.54087349255423,59.79140220710841,30.174920423255095,1220.5980423317665
6.761224489795917,321.1252525252525,0.033587992429988195,2930.66972394756,6.102185634436252,2703.5737669670884,20.728575163460583,59.75572683097127,29.772544521213337,1202.4384410331927
6.761224489795917,324.9020202020202,0.03402633964640144,2943.6110560532215,6.123893653323219,2713.5513351379805,20.91499845100294,59.74881236111717,29.388997182532915,1185.9852802945811
6.761224489795917,328.6787878787879,0.03445596351057622,2956.270577307666,6.14499525581516,2723.306073000503,21.100214151788315,59.767866132398815,29.0225522119865,1171.0033266335556
6.761224489795917,332.4555555555556,0.03487757836172242,2968.673645500159,6.165540035497923,2732.858508536135,21.284286293433553,59.81052791757277,28.671715381979727,1157.3029641688556
6.761224489795917,336.2323232323232,0.03529181290320828,2980.842456844534,6.185571456093777,2742.226587154081,21.46727308282963,59.8747810803833,28.335183651307776,1144.7284262858218
6.761224489795917,340.0090909090909,0.03569922410956909,2992.7965832452164,6.205127882026249,2751.426114928892,21.649227676717878,59.95888612209373,28.01181328005256,1133.149698135537
6.761224489795917,343.7858585858586,0.036100308221467814,3004.5533905466277,6.22424338379728,2760.471102510462,21.83019881617984,60.06132998294464,27.700594517509654,1122.4568067990106
6.761224489795917,347.5626262626263,0.03649550957858626,3016.1283702250234,6.242948378888,2769.374037094706,22.010231354981137,60.18078670217858,27.40063124332288,1112.5556973826615
6.761224489795917,351.3393939393939,0.036885227814005564,3027.5354067057556,6.261270149806858,2778.1461010980006,22.18936670382826,60.316086442772644,27.111124405751763,1103.365185047867
6.761224489795917,355.1161616161616,0.03726982378402947,3038.786995817885,6.279233268499127,2786.7973505189266,22.367643207125226,60.46619079072736,26.831358414646196,1094.8146526791495
6.761224489795917,358.8929292929293,0.03764962450625181,3049.8944254732583,6.296859948082791,2795.3368622299686,22.545096464921816,60.630172837134765,26.560689863824475,1086.8422763598162
6.761224489795917,362.669696969697,0.038024927308753835,3060.867926659831,6.314170337272142,2803.772856917175,22.721759609912684,60.807200957395295,26.298538111071863,1079.3936323235062
6.761224489795917,366.4464646464647,0.038396003343985165,3071.716800766527,6.331182768963131,2812.112802646888,22.897663547247117,60.99652548385573,26.044377354619975,1072.4205852290581
6.761224489795917,370.2232323232323,0.038763100585382425,3082.44952779519,6.347913971702385,2820.3635028168796,23.0728371633262,61.19746766777144,25.79772992610143,1065.8803879123036
6.761224489795917,374.0,0.03912644639877487,3093.0738589644884,6.3643792507759045,2828.531171374405,23.24730750855466,61.40941047042503,25.558160580392297,1059.7349429839112
7.2113061224489785,0.1,0.0009965771990752006,7.683142698724077,0.001769681392735994,0.49651944139821275,1770.2569643774189,561.225919804504,1003.4345567287468,13200.97559496
7.2113061224489785,3.8767676767676766,0.0009965444755190836,23.473995733597,0.059163107047862214,16.28760845600052,1562.6353548950897,570.1699296404515,1003.4675065346346,11448.723080954276
7.2113061224489785,7.653535353535353,0.0009967250848078194,39.239698328218765,0.11568914218769481,32.05200862177604,1391.4392745339326,578.4793017772477,1003.2856755007947,10034.359814928945
7.2113061224489785,11.43030303030303,0.0009970970389913804,54.987070534350565,0.17139509834647496,47.79669855235056,1248.4606607544042,586.2405050325699,1002.911412726244,8875.346189021066
7.2113061224489785,15.207070707070706,0.000997642571370443,70.72136450041437,0.22632094022354038,63.527058517580166,1127.696071210942,593.5209067059944,1002.3629992315973,7913.02267923816
7.2113061224489785,18.983838383838386,0.0009983471359841095,86.44667236883124,0.2805010741908194,79.24728555464115,1024.672826665667,600.373373735048,1001.655600498379,7104.767551043231
7.2113061224489785,22.76060606060606,0.0009991986917663226,102.16620605065795,0.3339655858855941,94.9606784071532,936.0029655872303,606.8396690379415,1000.8019508434913,6419.00257505501
7.2113061224489785,26.537373737373738,0.0010001871789244473,117.88249937090545,0.3867411384706087,110.66984344390677,859.0813606103594,612.9529947479539,999.8128561049456,5831.92245091161
7.2113061224489785,30.314141414141414,0.001001304128363368,133.59756065462216,0.438851650234477,126.37685006332805,791.8772918254847,618.7399189628745,998.6975701723115,5325.300128095865
7.2113061224489785,34.09090909090909,0.0010025423653068854,149.3129917695436,0.49031882037409147,142.08335187260164,732.7879297697777,624.221849291069,997.4640819232541,4884.982027379299
7.2113061224489785,37.86767676767677,0.0010038957809933942,165.03008307824365,0.5411625446983098,157.79068328641364,680.5336371865412,629.4161683864573,996.1193372189101,4499.8362942159665
7.2113061224489785,41.644444444444446,0.0010053591544864331,180.74989015878606,0.5914012479567357,173.49993753273117,634.082022761471,634.3371142984678,994.6694129530548,4161.004896322163
7.2113061224489785,45.42121212121212,0.0010069280119989765,196.47329614560778,0.6410521509277407,189.21203000778357,592.5920849122689,638.9964661747526,993.1196551129581,3861.3634017741183
7.2113061224489785,49.1979797979798,0.0010085985147214914,212.20106240035986,0.6901314853418057,204.92774975602646,555.3726030388533,643.4040801958301,991.4747894271233,3595.1251544939323
7.2113061224489785,52.974747474747474,0.0010103673686020968,227.93386954709695,0.7386546665604945,220.6478011559507,521.8507720691235,647.5683094226225,989.7390108545957,3357.5474176240104
7.2113061224489785,56.75151515151515,0.0010122317512399886,243.6723504840586,0.7866364318464397,236.37283745898242,491.5482955578041,651.4963331060942,987.9160565502865,3144.710552077665
7.2113061224489785,60.528282828282826,0.0010141892522692753,259.4171166987764,0.8340909505753842,252.10348753456486,464.0629742210624,655.1944150219396,986.0092657878926,2953.35019491181
7.2113061224489785,64.3050505050505,0.0010162378244861787,275.16877900714655,0.8810319116242248,267.84037696156577,439.05438846484174,658.6681059342819,984.021629489742,2780.7283663098224
7.2113061224489785,68.08181818181818,0.0010183757436132753,290.9279636737508,0.9274725922821917,283.58414443882856,416.2326626240035,661.9224019347713,981.9558314025855,2624.533493484141
7.2113061224489785,71.85858585858585,0.0010206015750703686,306.69532473535185,0.9734259123008115,299.3354543484264,395.3495716489684,664.9618678500544,979.8142825039749,2482.802141978176
7.2113061224489785,75.63535353535353,0.0010229141464779654,322.4715532336544,1.018904476088587,315.09500618642664,376.1914447635952,667.7907329531703,977.5991498828499,2353.8572042648566
7.2113061224489785,79.4121212121212,0.0010253125248905254,338.2573839611104,1.0639206055402568,330.8635414729514,358.57345967632745,670.4129647014264,975.3123810779274,2236.2586822005064
7.2113061224489785,83.18888888888888,0.0010277959979651072,354.0536002337116,1.108486365549395,346.64184866096775,342.33502174143945,672.8323250446119,972.9557246572866,2128.764192221052
7.2113061224489785,86.96565656565656,0.0010303640584322438,369.86103712668927,1.152613583882931,362.4307664837693,327.3359962666611,675.052412924277,970.5307476675337,2030.297039721721
7.2113061224489785,90.74242424242424,0.0010330163913623883,385.68058353857,1.196313866782027,378.2311861109477,313.45361668278315,677.0766958569006,968.0388504592411,1939.920233041186
7.2113061224489785,94.51919191919191,0.0010357528638213827,401.5131833895824,1.2395986113898207,394.0440524213502,300.5799319172582,678.9085329164033,965.481279299124,1856.8151936319318
7.2113061224489785,98.29595959595959,0.0010385735165877096,417.35983620852045,1.2824790158888821,409.8703646497487,288.6196868384721,680.551190972231,962.8591371033174,1780.264206076803
7.2113061224489785,102.07272727272726,0.0010414785576690828,433.2215973172032,1.324966088047047,425.71117661789634,277.48855275186025,682.0078556707207,960.1733925642067,1709.6358668215992
7.2113061224489785,105.84949494949494,0.001044468357407278,449.09957778446324,1.3670706527244638,441.5675967239856,267.1116425648913,683.2816383529099,957.424887894485,1644.3729530823982
7.2113061224489785,109.62626262626262,0.0010475434450037233,464.99494428963504,1.408803358770084,457.44078783115214,257.4222587891973,684.3755798630384,954.6143453710846,1583.982257173573
7.2113061224489785,113.40303030303029,0.00105070450633331,480.9089190095993,1.450174685640451,473.33196717018154,248.36083303368298,685.2926520101266,951.742372829202,1528.0260264124643
7.2113061224489785,117.17979797979797,0.0010539523829440722,496.84277962122513,1.491194949994172,489.24240634931255,239.87402380849474,686.0357572889469,948.80946822914,1476.11472204734
7.2113061224489785,120.95656565656564,0.001057288072165894,512.7978594942286,1.531874312453758,505.17343154623,231.91394586011734,686.6077273400244,945.8160233960295,1427.9008676200322
7.2113061224489785,124.73333333333332,0.0010607127282734048,528.7755481352104,1.5722227846792034,521.1264239436543,224.43750930486405,687.0113205256871,942.7623270136194,1383.0738017425408
7.2113061224489785,128.510101010101,0.0010642276646680134,544.7772919326001,1.6122502368605596,537.1028204587009,217.40585083084844,687.249218915117,939.6485669369916,1341.355185349729
7.2113061224489785,132.28686868686867,0.0010678343570615712,560.8045952447226,1.6519664057095753,553.1041148078782,210.7838424314336,687.3240249035005,936.4748318753899,1302.4951412722373
7.2113061224489785,136.06363636363636,0.001071534447660781,576.8590218668613,1.6913809030115046,569.1318589440206,204.5396656933407,687.2382576343191,933.2411124841161,1266.268926104853
7.2113061224489785,139.84040404040402,0.0010753297503670386,592.9421969096185,1.7305032247844874,585.187664897141,198.64444172653356,686.9943493487484,929.9473018938362,1232.4740520703951
7.2113061224489785,143.61717171717171,0.0010792222570216359,609.0558091191211,1.7693427610868997,601.2732070495807,193.07190849492068,686.5946417489378,926.5931956960671,1200.9277908554245
7.2113061224489785,147.39393939393938,0.0010832141447418375,625.2016136689567,1.8079088065092626,617.3902248750567,187.79813866777312,686.041382431499,923.1784913945432,1171.4650029515997
7.2113061224489785,151.17070707070707,0.0010873077844090909,641.3814354552453,1.8462105713880606,633.5405261725505,182.801292224694,685.3367214226936,919.7027873238861,1143.9362454424793
